state.abb,name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17",Median Household Income,
NC,Wilkes County,12348.00,19.10,3583.00,28.40,48229.00,
NC,Wilson County,15293.00,19.70,5358.00,30.60,51535.00,
NC,Yadkin County,4478.00,12.10,1308.00,17.60,61464.00,
NC,Yancey County,2766.00,14.80,702.00,21.40,54455.00,
ND,North Dakota,84207.00,11.20,22003.00,12.30,73240.00,
ND,Adams County,256.00,12.50,62.00,15.20,57593.00,
ND,Barnes County,1177.00,11.50,270.00,13.00,67058.00,
ND,Benson County,1441.00,25.30,711.00,36.30,56605.00,
ND,Billings County,102.00,10.00,18.00,8.70,85947.00,
ND,Bottineau County,587.00,9.50,179.00,13.00,69351.00,
ND,Bowman County,257.00,9.00,71.00,10.20,75386.00,
ND,Burke County,207.00,9.60,64.00,12.20,75931.00,
ND,Burleigh County,9332.00,9.80,2176.00,9.60,83111.00,
ND,Cass County,21797.00,11.80,5077.00,12.30,70002.00,
ND,Cavalier County,313.00,8.90,87.00,10.80,73221.00,
ND,Dickey County,604.00,12.80,176.00,14.90,56326.00,
ND,Divide County,233.00,10.90,62.00,11.90,70513.00,
ND,Dunn County,450.00,11.40,164.00,15.70,82490.00,
ND,Eddy County,261.00,11.60,77.00,13.50,58848.00,
ND,Emmons County,388.00,12.20,107.00,16.60,60952.00,
ND,Foster County,303.00,9.20,74.00,9.60,83156.00,
ND,Golden Valley County,253.00,14.80,83.00,27.50,64823.00,
ND,Grand Forks County,9118.00,13.40,1560.00,10.50,64914.00,
ND,Grant County,448.00,20.30,139.00,31.00,43988.00,
ND,Griggs County,260.00,12.00,69.00,15.40,59332.00,
ND,Hettinger County,276.00,12.10,110.00,19.10,66192.00,
ND,Kidder County,356.00,14.90,79.00,15.10,56951.00,
ND,LaMoure County,398.00,9.90,86.00,10.00,77744.00,
ND,Logan County,265.00,14.80,88.00,20.90,60695.00,
ND,McHenry County,614.00,12.00,163.00,13.50,65378.00,
ND,McIntosh County,344.00,14.50,77.00,15.20,57614.00,
ND,McKenzie County,1188.00,8.60,400.00,9.10,84206.00,
ND,McLean County,969.00,10.10,236.00,11.20,79935.00,
ND,Mercer County,587.00,7.20,152.00,8.10,90092.00,
ND,Morton County,3291.00,10.00,919.00,11.90,75133.00,
ND,Mountrail County,934.00,10.10,409.00,15.50,74094.00,
ND,Nelson County,315.00,10.90,70.00,11.70,59947.00,
ND,Oliver County,179.00,9.70,64.00,14.70,79521.00,
ND,Pembina County,635.00,9.60,147.00,10.40,69141.00,
ND,Pierce County,442.00,11.60,116.00,12.90,59007.00,
ND,Ramsey County,1437.00,13.00,470.00,17.50,71307.00,
ND,Ransom County,425.00,7.80,126.00,10.40,76130.00,
ND,Renville County,188.00,8.60,37.00,7.70,71271.00,
ND,Richland County,1504.00,9.60,371.00,10.50,74253.00,
ND,Rolette County,3020.00,25.70,1242.00,31.80,50598.00,
ND,Sargent County,301.00,8.00,86.00,11.00,75325.00,
ND,Sheridan County,220.00,17.20,58.00,23.70,56922.00,
ND,Sioux County,1196.00,33.00,467.00,36.20,43721.00,
ND,Slope County,81.00,12.10,21.00,15.80,69249.00,
ND,Stark County,2980.00,9.30,816.00,9.20,86963.00,
ND,Steele County,139.00,7.80,47.00,11.90,81081.00,
ND,Stutsman County,2162.00,10.90,475.00,11.20,65633.00,
ND,Towner County,204.00,10.00,66.00,14.80,70656.00,
ND,Traill County,654.00,8.60,135.00,7.40,79065.00,
ND,Walsh County,1097.00,10.70,327.00,13.70,67249.00,
ND,Ward County,6529.00,9.80,1759.00,10.90,72091.00,
ND,Wells County,481.00,12.50,124.00,15.20,66294.00,
ND,Williams County,3009.00,8.00,1035.00,9.30,84145.00,
OH,Ohio,1537902.00,13.40,445964.00,17.70,65786.00,
OH,Adams County,5354.00,19.80,1681.00,26.00,49068.00,
OH,Allen County,12570.00,12.90,3947.00,17.00,60384.00,
OH,Ashland County,5393.00,10.60,1549.00,13.80,62037.00,
OH,Ashtabula County,16280.00,17.40,4638.00,22.50,52468.00,
OH,Athens County,11625.00,21.60,1966.00,22.70,48265.00,
OH,Auglaize County,3790.00,8.40,1130.00,10.50,71669.00,
OH,Belmont County,10591.00,17.20,2705.00,22.60,55573.00,
OH,Brown County,7019.00,16.30,2107.00,21.80,64034.00,
OH,Butler County,44146.00,11.70,12281.00,13.90,74841.00,
OH,Carroll County,3055.00,11.60,938.00,17.50,62482.00,
OH,Champaign County,3753.00,9.80,1166.00,14.10,72784.00,
OH,Clark County,19944.00,15.10,6011.00,20.40,57264.00,
OH,Clermont County,18724.00,9.00,5197.00,11.40,79492.00,
OH,Clinton County,4970.00,12.20,1522.00,16.60,65927.00,
OH,Columbiana County,15017.00,15.50,4371.00,22.10,54167.00,
OH,Coshocton County,5448.00,15.10,1586.00,18.60,50731.00,
OH,Crawford County,6206.00,15.20,1963.00,22.50,55912.00,
OH,Cuyahoga County,201450.00,16.60,59651.00,24.10,60808.00,
OH,Darke County,5539.00,10.90,1530.00,12.90,65643.00,
OH,Defiance County,4023.00,10.70,1116.00,13.20,63904.00,
OH,Delaware County,10385.00,4.60,2494.00,4.50,121528.00,
OH,Erie County,8335.00,11.40,2273.00,15.90,67925.00,
OH,Fairfield County,13961.00,8.80,3906.00,10.30,82447.00,
OH,Fayette County,4166.00,14.70,1313.00,20.10,56901.00,
OH,Franklin County,195678.00,15.10,62061.00,20.80,69762.00,
OH,Fulton County,3393.00,8.10,978.00,10.30,75383.00,
OH,Gallia County,5676.00,20.00,1873.00,28.20,51449.00,
OH,Geauga County,5997.00,6.40,1380.00,6.60,101636.00,
OH,Greene County,15145.00,9.40,3640.00,10.70,82769.00,
OH,Guernsey County,5719.00,15.20,1722.00,21.00,56004.00,
OH,Hamilton County,124767.00,15.60,33164.00,18.10,67033.00,
OH,Hancock County,6286.00,8.60,1816.00,11.50,72658.00,
OH,Hardin County,4269.00,15.00,1235.00,17.90,58844.00,
OH,Harrison County,1962.00,13.90,622.00,21.20,55129.00,
OH,Henry County,2444.00,9.00,684.00,11.10,72122.00,
OH,Highland County,6339.00,14.80,2050.00,20.40,59464.00,
OH,Hocking County,4194.00,15.20,1181.00,20.00,57353.00,
OH,Holmes County,3505.00,8.00,1199.00,9.10,75226.00,
OH,Huron County,7438.00,12.90,2354.00,17.60,61482.00,
OH,Jackson County,5912.00,18.40,1747.00,23.20,54893.00,
OH,Jefferson County,11626.00,18.80,3656.00,30.00,54272.00,
OH,Knox County,7287.00,12.20,2125.00,15.20,68334.00,
OH,Lake County,20444.00,8.90,4930.00,11.30,76163.00,
OH,Lawrence County,9583.00,17.10,2646.00,22.30,51062.00,
OH,Licking County,18074.00,10.20,4685.00,11.60,76596.00,
OH,Logan County,5858.00,12.90,1846.00,18.20,62449.00,
OH,Lorain County,39513.00,12.80,12843.00,19.20,67124.00,
OH,Lucas County,74533.00,17.90,22229.00,23.40,57971.00,
OH,Madison County,3926.00,10.00,1163.00,13.70,78533.00,
OH,Mahoning County,41912.00,19.20,12532.00,28.10,54774.00,
OH,Marion County,10029.00,16.90,3129.00,23.30,59012.00,
OH,Medina County,12288.00,6.80,2778.00,7.30,89108.00,
OH,Meigs County,3969.00,18.30,1107.00,25.00,46393.00,
OH,Mercer County,3447.00,8.30,950.00,8.70,72077.00,
OH,Miami County,10693.00,9.80,3247.00,13.20,72887.00,
OH,Monroe County,1823.00,13.90,557.00,21.20,56384.00,
OH,Montgomery County,74391.00,14.30,23088.00,20.10,62794.00,
OH,Morgan County,2292.00,17.00,676.00,24.20,58803.00,
OH,Morrow County,3783.00,10.80,1076.00,14.40,71835.00,
OH,Muskingum County,11524.00,13.70,3440.00,18.20,58791.00,
OH,Noble County,1835.00,15.90,449.00,16.90,57054.00,
OH,Ottawa County,3917.00,9.90,995.00,14.50,72780.00,
OH,Paulding County,1861.00,10.00,606.00,14.00,66332.00,
OH,Perry County,5445.00,15.50,1540.00,19.10,60448.00,
OH,Pickaway County,5369.00,9.60,1587.00,12.60,75916.00,
OH,Pike County,5252.00,19.70,1610.00,25.90,55029.00,
OH,Portage County,19299.00,12.40,3538.00,12.40,72965.00,
OH,Preble County,4221.00,10.50,1336.00,15.30,67605.00,
OH,Putnam County,2206.00,6.50,620.00,7.20,81780.00,
OH,Richland County,17953.00,15.20,5416.00,20.50,54906.00,
OH,Ross County,9783.00,13.70,3045.00,19.40,60352.00,
OH,Sandusky County,6996.00,12.10,1888.00,15.20,62473.00,
OH,Scioto County,15113.00,21.80,4312.00,28.20,48465.00,
OH,Seneca County,6258.00,12.00,1751.00,15.40,63221.00,
OH,Shelby County,4402.00,9.30,1390.00,12.30,72498.00,
OH,Stark County,48044.00,13.20,14661.00,18.80,64557.00,
OH,Summit County,66303.00,12.60,18853.00,17.50,66034.00,
OH,Trumbull County,31959.00,16.20,10549.00,26.20,54406.00,
OH,Tuscarawas County,10432.00,11.50,2870.00,14.00,59626.00,
OH,Union County,3331.00,5.20,829.00,5.30,104512.00,
OH,Van Wert County,2634.00,9.30,724.00,11.20,59377.00,
OH,Vinton County,2607.00,20.90,750.00,29.00,51015.00,
OH,Warren County,13373.00,5.50,3354.00,5.80,104523.00,
OH,Washington County,8812.00,15.30,2360.00,21.00,59196.00,
OH,Wayne County,11468.00,10.20,3409.00,12.50,70121.00,
OH,Williams County,4368.00,12.30,1166.00,15.00,60983.00,
OH,Wood County,15268.00,12.10,2398.00,9.20,67254.00,
OH,Wyandot County,1929.00,9.10,506.00,10.90,65631.00,
OK,Oklahoma,608531.00,15.60,184552.00,19.70,59632.00,
OK,Adair County,4014.00,20.70,1438.00,28.30,47799.00,
OK,Alfalfa County,797.00,17.90,194.00,17.90,58045.00,
OK,Atoka County,2523.00,20.00,695.00,23.70,46160.00,
OK,Beaver County,613.00,12.40,194.00,16.40,64431.00,
OK,Beckham County,3771.00,19.30,1257.00,24.10,53119.00,
OK,Blaine County,1401.00,16.90,469.00,22.20,54616.00,
OK,Bryan County,7726.00,16.40,1941.00,17.90,53782.00,
OK,Caddo County,4294.00,19.10,1343.00,23.00,51071.00,
OK,Canadian County,14428.00,8.70,4201.00,10.00,81761.00,
OK,Carter County,7436.00,15.50,2359.00,19.80,56052.00,
OK,Cherokee County,8578.00,18.50,2264.00,22.60,49403.00,
OK,Choctaw County,3451.00,24.40,1065.00,30.50,41999.00,
OK,Cimarron County,381.00,17.00,147.00,25.30,50900.00,
OK,Cleveland County,37908.00,13.30,7695.00,13.00,70923.00,
OK,Coal County,1221.00,23.30,375.00,29.90,44040.00,
OK,Comanche County,17939.00,15.90,5386.00,18.80,55600.00,
OK,Cotton County,1014.00,18.70,349.00,28.00,51036.00,
OK,Craig County,2740.00,20.60,818.00,26.70,48922.00,
OK,Creek County,10554.00,14.70,3060.00,18.60,57545.00,
OK,Custer County,4169.00,15.80,1186.00,17.50,54056.00,
OK,Delaware County,7158.00,17.50,2060.00,25.90,54799.00,
OK,Dewey County,611.00,14.10,190.00,16.50,55444.00,
OK,Ellis County,544.00,15.10,157.00,19.90,54087.00,
OK,Garfield County,9431.00,15.60,3284.00,21.10,55515.00,
OK,Garvin County,4272.00,16.80,1322.00,21.10,49245.00,
OK,Grady County,8226.00,15.00,2418.00,18.80,66930.00,
OK,Grant County,581.00,14.40,168.00,17.10,55657.00,
OK,Greer County,1062.00,22.80,314.00,28.10,40545.00,
OK,Harmon County,617.00,26.10,233.00,36.40,41170.00,
OK,Harper County,331.00,10.70,110.00,14.80,65228.00,
OK,Haskell County,2372.00,20.50,774.00,29.00,44536.00,
OK,Hughes County,2649.00,22.80,799.00,27.90,43773.00,
OK,Jackson County,4032.00,17.00,1281.00,21.10,53513.00,
OK,Jefferson County,1132.00,21.30,389.00,29.90,44188.00,
OK,Johnston County,2080.00,20.80,645.00,26.70,48452.00,
OK,Kay County,6820.00,16.00,2484.00,23.50,53066.00,
OK,Kingfisher County,1803.00,12.00,657.00,16.50,73023.00,
OK,Kiowa County,1872.00,22.80,650.00,32.50,44959.00,
OK,Latimer County,1930.00,20.70,687.00,32.30,42409.00,
OK,Le Flore County,8966.00,19.00,2877.00,24.90,47026.00,
OK,Lincoln County,5189.00,15.30,1716.00,22.10,54922.00,
OK,Logan County,6069.00,12.00,1612.00,14.60,76331.00,
OK,Love County,1363.00,13.50,457.00,18.80,64723.00,
OK,McClain County,4499.00,10.00,1401.00,12.70,75474.00,
OK,McCurtain County,6395.00,20.90,2276.00,28.40,44465.00,
OK,McIntosh County,4013.00,20.90,1144.00,29.40,43700.00,
OK,Major County,900.00,12.20,302.00,16.20,63840.00,
OK,Marshall County,2413.00,15.50,721.00,20.60,51341.00,
OK,Mayes County,6977.00,17.80,2059.00,23.30,50174.00,
OK,Murray County,1783.00,13.50,519.00,17.20,60307.00,
OK,Muskogee County,11939.00,19.10,3881.00,24.60,53035.00,
OK,Noble County,1278.00,12.00,372.00,15.30,61415.00,
OK,Nowata County,1476.00,15.70,490.00,22.40,54339.00,
OK,Okfuskee County,2395.00,23.80,727.00,29.60,43544.00,
OK,Oklahoma County,125992.00,16.00,40662.00,20.70,61580.00,
OK,Okmulgee County,6844.00,19.20,2192.00,25.80,45754.00,
OK,Osage County,6270.00,14.10,1789.00,19.50,58677.00,
OK,Ottawa County,5806.00,19.80,1814.00,24.40,47855.00,
OK,Pawnee County,2618.00,16.90,812.00,22.30,54690.00,
OK,Payne County,14232.00,19.40,2595.00,17.70,51236.00,
OK,Pittsburg County,7068.00,17.10,1939.00,20.00,47930.00,
OK,Pontotoc County,5262.00,14.10,1652.00,17.70,56077.00,
OK,Pottawatomie County,13444.00,19.20,3678.00,22.30,52695.00,
OK,Pushmataha County,2344.00,22.10,693.00,31.20,39267.00,
OK,Roger Mills County,538.00,16.30,176.00,22.40,55183.00,
OK,Rogers County,10019.00,10.30,2881.00,13.00,72952.00,
OK,Seminole County,5672.00,25.00,1827.00,33.20,44114.00,
OK,Sequoyah County,8282.00,21.20,2684.00,29.20,47450.00,
OK,Stephens County,8361.00,19.40,2479.00,25.60,55309.00,
OK,Texas County,2543.00,12.70,845.00,14.80,60719.00,
OK,Tillman County,1446.00,21.10,495.00,30.60,44333.00,
OK,Tulsa County,102568.00,15.40,33102.00,20.20,63442.00,
OK,Wagoner County,7946.00,9.20,2473.00,12.50,73851.00,
OK,Washington County,7268.00,14.00,2288.00,18.40,61704.00,
OK,Washita County,1825.00,17.40,679.00,26.30,54789.00,
OK,Woods County,1300.00,17.20,291.00,16.40,54020.00,
OK,Woodward County,2744.00,14.70,891.00,19.20,61248.00,
OR,Oregon,500100.00,12.00,111198.00,13.60,75638.00,
OR,Baker County,2570.00,15.50,677.00,20.70,54382.00,
OR,Benton County,16365.00,17.80,1746.00,12.00,70117.00,
OR,Clackamas County,34381.00,8.20,7786.00,9.10,96915.00,
OR,Clatsop County,5342.00,12.90,1065.00,14.80,63667.00,
OR,Columbia County,5957.00,11.20,1299.00,12.20,77572.00,
OR,Coos County,10552.00,16.50,2523.00,22.60,55983.00,
OR,Crook County,2786.00,10.60,719.00,14.30,69563.00,
OR,Curry County,3266.00,13.90,685.00,20.90,54595.00,
OR,Deschutes County,19627.00,9.60,4471.00,11.80,84281.00,
OR,Douglas County,18753.00,16.90,4147.00,19.80,55837.00,
OR,Gilliam County,223.00,11.20,59.00,15.20,69038.00,
OR,Grant County,1106.00,15.50,270.00,21.00,58348.00,
OR,Harney County,1095.00,14.80,294.00,20.60,56001.00,
OR,Hood River County,2408.00,10.10,615.00,11.90,75818.00,
OR,Jackson County,27349.00,12.50,6314.00,14.40,68239.00,
OR,Jefferson County,2911.00,12.00,1100.00,19.60,65600.00,
OR,Josephine County,15571.00,18.00,3353.00,20.90,54983.00,
OR,Klamath County,10752.00,15.50,2914.00,19.40,54961.00,
OR,Lake County,1291.00,16.50,299.00,18.80,54707.00,
OR,Lane County,56320.00,15.10,9567.00,14.90,64192.00,
OR,Lincoln County,7756.00,15.50,1634.00,21.50,57216.00,
OR,Linn County,16554.00,12.80,4484.00,16.20,67265.00,
OR,Malheur County,5681.00,19.80,1901.00,23.60,49380.00,
OR,Marion County,45903.00,13.60,12920.00,16.30,70861.00,
OR,Morrow County,1637.00,13.40,531.00,16.40,67524.00,
OR,Multnomah County,94900.00,12.10,17593.00,13.00,79432.00,
OR,Polk County,11158.00,12.70,2625.00,13.90,77156.00,
OR,Sherman County,259.00,13.30,75.00,19.60,71460.00,
OR,Tillamook County,3256.00,12.00,834.00,17.20,64877.00,
OR,Umatilla County,8917.00,11.80,2872.00,15.10,71012.00,
OR,Union County,3841.00,14.90,865.00,15.50,57091.00,
OR,Wallowa County,908.00,12.00,233.00,15.80,61648.00,
OR,Wasco County,4160.00,16.00,922.00,16.70,60506.00,
OR,Washington County,45303.00,7.60,10991.00,8.80,98706.00,
OR,Wheeler County,228.00,15.90,42.00,23.30,49716.00,
OR,Yamhill County,11015.00,10.70,2773.00,12.60,77969.00,
PA,Pennsylvania,1483039.00,11.80,392438.00,15.20,71789.00,
PA,Adams County,8731.00,8.60,1975.00,10.00,76554.00,
PA,Allegheny County,135204.00,11.30,32153.00,14.40,71973.00,
PA,Armstrong County,7982.00,12.50,1946.00,16.30,57609.00,
PA,Beaver County,16640.00,10.20,4298.00,13.70,67135.00,
PA,Bedford County,5913.00,12.60,1338.00,14.90,55517.00,
PA,Berks County,45310.00,10.80,13119.00,14.30,72157.00,
PA,Blair County,15337.00,13.10,4109.00,17.30,57884.00,
PA,Bradford County,7360.00,12.40,2141.00,16.70,63529.00,
PA,Bucks County,37561.00,5.90,8704.00,7.00,105202.00,
PA,Butler County,16947.00,8.90,3094.00,8.40,81507.00,
PA,Cambria County,20467.00,16.20,5317.00,21.60,54612.00,
PA,Cameron County,571.00,13.00,168.00,22.50,50338.00,
PA,Carbon County,6600.00,10.20,1862.00,15.50,64766.00,
PA,Centre County,22171.00,16.00,2208.00,9.90,67654.00,
PA,Chester County,29965.00,5.60,7521.00,6.40,117326.00,
PA,Clarion County,4821.00,13.70,1091.00,16.00,57844.00,
PA,Clearfield County,8635.00,11.70,2276.00,16.30,59318.00,
PA,Clinton County,4650.00,12.90,1295.00,17.60,58892.00,
PA,Columbia County,8498.00,13.90,1597.00,14.40,59127.00,
PA,Crawford County,10976.00,13.90,3058.00,18.60,54774.00,
PA,Cumberland County,20090.00,7.90,5018.00,9.40,81295.00,
PA,Dauphin County,34778.00,12.30,9712.00,15.70,67813.00,
PA,Delaware County,53893.00,9.70,15741.00,12.80,83856.00,
PA,Elk County,3009.00,10.00,813.00,14.30,57570.00,
PA,Erie County,38149.00,14.90,10610.00,19.60,56489.00,
PA,Fayette County,21097.00,17.20,5445.00,23.10,51494.00,
PA,Forest County,1038.00,25.50,156.00,28.60,43362.00,
PA,Franklin County,13339.00,8.60,3898.00,11.80,73709.00,
PA,Fulton County,1608.00,11.20,472.00,17.20,64405.00,
PA,Greene County,4164.00,13.00,1140.00,17.50,63082.00,
PA,Huntingdon County,5036.00,13.00,1184.00,15.80,58170.00,
PA,Indiana County,10759.00,14.00,2564.00,17.80,53040.00,
PA,Jefferson County,5738.00,13.30,1712.00,18.90,54248.00,
PA,Juniata County,2555.00,11.10,734.00,14.70,62661.00,
PA,Lackawanna County,27211.00,13.10,7215.00,16.70,61168.00,
PA,Lancaster County,48929.00,9.10,14877.00,11.90,82434.00,
PA,Lawrence County,10521.00,12.70,2755.00,16.70,58730.00,
PA,Lebanon County,15850.00,11.30,4467.00,14.10,69490.00,
PA,Lehigh County,41650.00,11.30,13029.00,15.80,72590.00,
PA,Luzerne County,47930.00,15.20,13797.00,21.40,59358.00,
PA,Lycoming County,12939.00,12.00,3520.00,15.50,61729.00,
PA,Mc Kean County,5725.00,15.40,1535.00,20.60,58112.00,
PA,Mercer County,12979.00,12.50,3650.00,18.40,57702.00,
PA,Mifflin County,6660.00,14.70,2089.00,20.60,57096.00,
PA,Monroe County,20227.00,12.30,5062.00,16.10,79824.00,
PA,Montgomery County,55916.00,6.60,12932.00,7.20,106743.00,
PA,Montour County,1680.00,9.60,462.00,13.30,76229.00,
PA,Northampton County,32077.00,10.60,8501.00,14.30,75468.00,
PA,Northumberland County,12222.00,14.00,3059.00,17.80,57822.00,
PA,Perry County,3968.00,8.70,1220.00,13.10,67834.00,
PA,Philadelphia County,325746.00,21.50,91746.00,28.30,56385.00,
PA,Pike County,5417.00,9.00,1310.00,13.00,81886.00,
PA,Potter County,2399.00,15.00,731.00,22.90,53935.00,
PA,Schuylkill County,16576.00,12.20,4548.00,16.40,63680.00,
PA,Snyder County,3635.00,9.80,1104.00,14.00,62382.00,
PA,Somerset County,9781.00,14.30,2405.00,18.60,50516.00,
PA,Sullivan County,739.00,13.10,125.00,22.60,59957.00,
PA,Susquehanna County,4219.00,11.20,1321.00,19.10,63413.00,
PA,Tioga County,4822.00,12.20,1366.00,17.70,61190.00,
PA,Union County,4022.00,11.40,840.00,11.50,65521.00,
PA,Venango County,6772.00,13.80,1826.00,20.10,52449.00,
PA,Warren County,5002.00,13.50,1386.00,19.40,56707.00,
PA,Washington County,23615.00,11.50,5287.00,13.20,70751.00,
PA,Wayne County,6205.00,12.80,1506.00,18.10,56973.00,
PA,Westmoreland County,33697.00,9.70,8190.00,13.20,71152.00,
PA,Wyoming County,2952.00,11.60,841.00,17.40,67643.00,
PA,York County,41364.00,9.10,11263.00,11.50,79938.00,
RI,Rhode Island,117858.00,11.20,28009.00,14.00,80873.00,
RI,Bristol County,3277.00,6.90,606.00,7.00,101158.00,
RI,Kent County,12518.00,7.40,2765.00,9.20,84230.00,
RI,Newport County,5831.00,7.20,1213.00,9.30,92795.00,
RI,Providence County,88238.00,14.00,21884.00,16.90,74190.00,
RI,Washington County,7993.00,6.50,1542.00,8.00,99015.00,
SC,South Carolina,719381.00,14.00,210374.00,19.20,64227.00,
SC,Abbeville County,4011.00,17.00,1095.00,23.50,50325.00,
SC,Aiken County,29144.00,17.00,8919.00,24.70,67728.00,
SC,Allendale County,2423.00,36.70,673.00,51.20,35249.00,
SC,Anderson County,31607.00,15.30,9557.00,20.80,62708.00,
SC,Bamberg County,3471.00,28.40,911.00,39.30,37952.00,
SC,Barnwell County,4222.00,21.20,1597.00,33.50,45080.00,
SC,Beaufort County,18794.00,10.00,6010.00,18.20,83687.00,
SC,Berkeley County,21513.00,9.00,6946.00,12.40,79259.00,
SC,Calhoun County,2127.00,15.20,621.00,24.10,55642.00,
SC,Charleston County,47690.00,11.60,11765.00,15.00,79969.00,
SC,Cherokee County,9482.00,17.30,2905.00,23.30,50403.00,
SC,Chester County,5678.00,17.90,1762.00,25.40,53488.00,
SC,Chesterfield County,8439.00,19.60,2648.00,28.20,44574.00,
SC,Clarendon County,6008.00,20.30,1579.00,29.20,46202.00,
SC,Colleton County,7753.00,20.30,2625.00,30.60,47933.00,
SC,Darlington County,12842.00,20.90,4189.00,30.80,50427.00,
SC,Dillon County,8272.00,30.30,2715.00,39.70,37752.00,
SC,Dorchester County,17484.00,10.70,5672.00,14.60,74730.00,
SC,Edgefield County,4048.00,16.40,1051.00,23.80,61318.00,
SC,Fairfield County,3644.00,18.10,1096.00,30.40,50743.00,
SC,Florence County,27332.00,20.40,9097.00,28.80,52650.00,
SC,Georgetown County,9713.00,15.20,2782.00,26.30,59457.00,
SC,Greenville County,54179.00,10.10,15944.00,13.10,71833.00,
SC,Greenwood County,12235.00,18.40,3716.00,24.60,49867.00,
SC,Hampton County,3665.00,21.90,1085.00,29.80,43987.00,
SC,Horry County,46928.00,12.50,12751.00,20.30,61375.00,
SC,Jasper County,5310.00,17.20,1655.00,29.70,61838.00,
SC,Kershaw County,8257.00,12.30,2584.00,16.90,61015.00,
SC,Lancaster County,10876.00,10.60,2838.00,13.00,70113.00,
SC,Laurens County,11924.00,18.00,3803.00,26.50,53847.00,
SC,Lee County,4098.00,27.90,1264.00,41.80,41583.00,
SC,Lexington County,33295.00,11.00,10394.00,15.40,73022.00,
SC,McCormick County,1531.00,17.00,337.00,35.00,56636.00,
